Command line: train.py --algorithm qrd3qn --world 5 --stage 1 --episodes 20000 --seed 5413 --gamma 0.93 --lr 0.00025 --model_path checkpoints/qrd3qn_w51_final_93_25.pt
================================================================================
Training started at 20260114-162858
Algorithm: QRD3QN
Environment: SuperMarioBros-5-1-v0
Random Seed: 5413
Resuming from checkpoint: checkpoints/qrd3qn_w51_final_93_25.pt
Total episodes: 20000
Batch size: 64, Learning rate: 0.00025
Memory size: 200000, Target update freq: 500
Quantiles: 51, Kappa: 1.0
Config: Gamma 0.93->0.93, Epsilon 1.0->0.015
================================================================================
Ep    1 |OrigR: 123.0 ShpR: 368.3 |X:  184.0( 184.0) AvgX100: 184.0 |AvgR: 368.3( 368.3)  0 |Ls: 0.0000 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 12193 |OrigR: 386.0 ShpR: 920.6 |X:  451.0(3177.0) AvgX100:1038.7 |AvgR:2126.7(2945.3)1595 |Ls: 0.1431 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12194 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(3177.0) AvgX100:1033.5 |AvgR:2116.2(2945.3)1596 |Ls: 0.1150 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12195 |OrigR:2181.0 ShpR:4673.6 |X: 2276.0(3177.0) AvgX100:1028.4 |AvgR:2105.9(2945.3)1597 |Ls: 0.1229 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12196 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(3177.0) AvgX100:1023.1 |AvgR:2095.1(2945.3)1598 |Ls: 0.1099 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12197 |OrigR: 556.0 ShpR:1276.6 |X:  624.0(3177.0) AvgX100:1010.8 |AvgR:2070.0(2945.3)1599 |Ls: 0.1346 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12198 |OrigR:2700.0 ShpR:5761.5 |X: 2807.0(3177.0) AvgX100:1020.5 |AvgR:2089.8(2945.3)1600 |Ls: 0.1256 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12199 |OrigR: 974.0 ShpR:2150.9 |X: 1049.0(3177.0) AvgX100:1028.2 |AvgR:2105.7(2945.3)1601 |Ls: 0.1411 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12200 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(3177.0) AvgX100:1027.5 |AvgR:2104.3(2945.3)1602 |Ls: 0.1195 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12201 |OrigR:2038.0 ShpR:4375.8 |X: 2131.0(3177.0) AvgX100:1041.7 |AvgR:2133.4(2945.3)1603 |Ls: 0.1341 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12202 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(3177.0) AvgX100:1035.6 |AvgR:2121.1(2945.3)1604 |Ls: 0.1597 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12203 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(3177.0) AvgX100:1024.1 |AvgR:2097.6(2945.3)1605 |Ls: 0.1314 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12204 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(3177.0) AvgX100:1019.9 |AvgR:2088.9(2945.3)1606 |Ls: 0.1105 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12205 |OrigR:1760.0 ShpR:3790.0 |X: 1847.0(3177.0) AvgX100:1030.1 |AvgR:2110.0(2945.3)1607 |Ls: 0.1134 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12206 |OrigR: 392.0 ShpR: 933.7 |X:  457.0(3177.0) AvgX100:1026.6 |AvgR:2102.7(2945.3)1608 |Ls: 0.1257 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12207 |OrigR:1759.0 ShpR:3788.9 |X: 1847.0(3177.0) AvgX100:1022.3 |AvgR:2094.0(2945.3)1609 |Ls: 0.1233 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12208 |OrigR: 634.0 ShpR:1435.4 |X:  702.0(3177.0) AvgX100:1021.2 |AvgR:2091.7(2945.3)1610 |Ls: 0.1090 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12209 |OrigR: 212.0 ShpR: 555.2 |X:  273.0(3177.0) AvgX100:1021.2 |AvgR:2091.7(2945.3)1611 |Ls: 0.1259 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12210 |OrigR: 651.0 ShpR:1476.6 |X:  721.0(3177.0) AvgX100:1023.9 |AvgR:2097.3(2945.3)1612 |Ls: 0.1178 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12211 |OrigR: 653.0 ShpR:1478.3 |X:  722.0(3177.0) AvgX100:1024.0 |AvgR:2097.4(2945.3)1613 |Ls: 0.1034 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12212 |OrigR:2172.0 ShpR:4654.7 |X: 2272.0(3177.0) AvgX100:1044.0 |AvgR:2138.4(2945.3)1614 |Ls: 0.1172 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12213 |OrigR:2380.0 ShpR:5088.5 |X: 2483.0(3177.0) AvgX100:1066.0 |AvgR:2183.7(2945.3)1615 |Ls: 0.1220 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12214 |OrigR: 970.0 ShpR:2141.5 |X: 1046.0(3177.0) AvgX100:1073.8 |AvgR:2199.7(2945.3)1616 |Ls: 0.1221 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12215 |OrigR:1905.0 ShpR:4097.0 |X: 1997.0(3177.0) AvgX100:1091.1 |AvgR:2235.1(2945.3)1617 |Ls: 0.1251 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12216 |OrigR: 737.0 ShpR:1652.2 |X:  807.0(3177.0) AvgX100:1096.4 |AvgR:2246.1(2945.3)1618 |Ls: 0.1096 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12217 |OrigR:2754.0 ShpR:5867.9 |X: 2872.0(3177.0) AvgX100:1122.4 |AvgR:2299.3(2945.3)1619 |Ls: 0.1124 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12218 |OrigR:2171.0 ShpR:4652.1 |X: 2270.0(3177.0) AvgX100:1137.0 |AvgR:2329.1(2945.3)1620 |Ls: 0.1203 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12219 |OrigR: 739.0 ShpR:1654.4 |X:  818.0(3177.0) AvgX100:1126.7 |AvgR:2307.9(2945.3)1621 |Ls: 0.1258 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12220 |OrigR: 382.0 ShpR: 913.2 |X:  447.0(3177.0) AvgX100:1108.4 |AvgR:2270.5(2945.3)1622 |Ls: 0.1405 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12221 |OrigR: 143.0 ShpR: 410.8 |X:  203.0(3177.0) AvgX100:1092.0 |AvgR:2236.8(2945.3)1623 |Ls: 0.1420 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12222 |OrigR: 737.0 ShpR:1650.7 |X:  807.0(3177.0) AvgX100:1091.9 |AvgR:2236.7(2945.3)1624 |Ls: 0.1337 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12223 |OrigR: 383.0 ShpR: 914.3 |X:  448.0(3177.0) AvgX100:1070.5 |AvgR:2192.9(2945.3)1625 |Ls: 0.1376 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12224 |OrigR: 385.0 ShpR: 920.5 |X:  451.0(3177.0) AvgX100:1064.7 |AvgR:2181.1(2945.3)1626 |Ls: 0.1361 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12225 |OrigR: 652.0 ShpR:1477.7 |X:  722.0(3177.0) AvgX100:1052.9 |AvgR:2157.0(2945.3)1627 |Ls: 0.1199 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12226 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(3177.0) AvgX100:1026.2 |AvgR:2102.2(2945.3)1628 |Ls: 0.1130 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 52
Ep 12227 |OrigR: 650.0 ShpR:1473.5 |X:  720.0(3177.0) AvgX100:1001.6 |AvgR:2050.4(2945.3)1629 |Ls: 0.1188 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12228 |OrigR: 209.0 ShpR: 548.9 |X:  270.0(3177.0) AvgX100:1001.5 |AvgR:2050.3(2945.3)1630 |Ls: 0.1559 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12229 |OrigR: 205.0 ShpR: 543.5 |X:  268.0(3177.0) AvgX100: 982.9 |AvgR:2011.9(2945.3)1631 |Ls: 0.1370 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12230 |OrigR: 134.0 ShpR: 393.4 |X:  195.0(3177.0) AvgX100: 974.5 |AvgR:1994.8(2945.3)1632 |Ls: 0.1149 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12231 |OrigR:2372.0 ShpR:5070.2 |X: 2470.0(3177.0) AvgX100: 997.2 |AvgR:2041.4(2945.3)1633 |Ls: 0.1263 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12232 |OrigR: 737.0 ShpR:1652.2 |X:  807.0(3177.0) AvgX100:1002.5 |AvgR:2052.3(2945.3)1634 |Ls: 0.1253 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12233 |OrigR: 735.0 ShpR:1644.0 |X:  810.0(3177.0) AvgX100:1007.9 |AvgR:2063.2(2945.3)1635 |Ls: 0.1245 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12234 |OrigR: 211.0 ShpR: 553.1 |X:  272.0(3177.0) AvgX100:1007.9 |AvgR:2063.1(2945.3)1636 |Ls: 0.1208 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12235 |OrigR:2505.0 ShpR:5348.5 |X: 2606.0(3177.0) AvgX100:1031.2 |AvgR:2111.1(2945.3)1637 |Ls: 0.1263 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12236 |OrigR: 737.0 ShpR:1651.7 |X:  807.0(3177.0) AvgX100:1031.2 |AvgR:2111.0(2945.3)1638 |Ls: 0.1189 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12237 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(3177.0) AvgX100:1023.8 |AvgR:2095.7(2945.3)1639 |Ls: 0.1203 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12238 |OrigR: 937.0 ShpR:2074.2 |X: 1014.0(3177.0) AvgX100:1013.9 |AvgR:2075.5(2945.3)1640 |Ls: 0.1198 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12239 |OrigR: 242.0 ShpR: 618.2 |X:  305.0(3177.0) AvgX100:1014.2 |AvgR:2076.1(2945.3)1641 |Ls: 0.1385 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12240 |OrigR:2376.0 ShpR:5080.1 |X: 2474.0(3177.0) AvgX100:1037.0 |AvgR:2122.8(2945.3)1642 |Ls: 0.1270 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12241 |OrigR: 638.0 ShpR:1447.8 |X:  707.0(3177.0) AvgX100:1036.8 |AvgR:2122.6(2945.3)1643 |Ls: 0.1184 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12242 |OrigR:2757.0 ShpR:5878.2 |X: 2868.0(3177.0) AvgX100:1062.8 |AvgR:2175.8(2945.3)1644 |Ls: 0.1147 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12243 |OrigR:1533.0 ShpR:3320.8 |X: 1618.0(3177.0) AvgX100:1076.2 |AvgR:2203.4(2945.3)1645 |Ls: 0.1146 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12244 |OrigR:1819.0 ShpR:3918.4 |X: 1910.0(3177.0) AvgX100:1066.6 |AvgR:2185.8(2945.3)1646 |Ls: 0.1255 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 52
Ep 12245 |OrigR:3064.0 ShpR:6690.4 |X: 3177.0(3177.0) AvgX100:1091.1 |AvgR:2238.0(2945.3)1647 |Ls: 0.1119 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: Y (3/100) 53
Ep 12246 |OrigR:2375.0 ShpR:5078.0 |X: 2473.0(3177.0) AvgX100:1109.6 |AvgR:2276.0(2945.3)1648 |Ls: 0.1210 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 53
Ep 12247 |OrigR:2152.0 ShpR:4600.2 |X: 2279.0(3177.0) AvgX100:1130.4 |AvgR:2317.9(2945.3)1649 |Ls: 0.1238 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 53
Ep 12248 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(3177.0) AvgX100:1131.1 |AvgR:2319.4(2945.3)1650 |Ls: 0.1120 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 53
Ep 12249 |OrigR:1902.0 ShpR:4091.7 |X: 1993.0(3177.0) AvgX100:1149.1 |AvgR:2356.4(2945.3)1651 |Ls: 0.1195 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (3/100) 53
Ep 12250 |OrigR:1856.0 ShpR:3995.1 |X: 1946.0(3177.0) AvgX100:1136.8 |AvgR:2330.1(2945.3)1652 |Ls: 0.1172 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12251 |OrigR:1899.0 ShpR:4084.9 |X: 1992.0(3177.0) AvgX100:1150.5 |AvgR:2358.2(2945.3)1653 |Ls: 0.1263 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12252 |OrigR: 635.0 ShpR:1437.5 |X:  703.0(3177.0) AvgX100:1155.4 |AvgR:2368.4(2945.3)1654 |Ls: 0.1140 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12253 |OrigR:1901.0 ShpR:4090.1 |X: 1994.0(3177.0) AvgX100:1173.3 |AvgR:2405.2(2945.3)1655 |Ls: 0.1217 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12254 |OrigR: 646.0 ShpR:1463.1 |X:  716.0(3177.0) AvgX100:1178.5 |AvgR:2415.7(2945.3)1656 |Ls: 0.1097 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12255 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(3177.0) AvgX100:1161.7 |AvgR:2381.3(2945.3)1657 |Ls: 0.1199 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12256 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(3177.0) AvgX100:1162.4 |AvgR:2382.7(2945.3)1658 |Ls: 0.0962 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12257 |OrigR: 210.0 ShpR: 551.0 |X:  271.0(3177.0) AvgX100:1154.6 |AvgR:2366.7(2945.3)1659 |Ls: 0.1053 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12258 |OrigR: 383.0 ShpR: 915.3 |X:  448.0(3177.0) AvgX100:1140.6 |AvgR:2337.9(2945.3)1660 |Ls: 0.1089 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12259 |OrigR:2483.0 ShpR:5294.3 |X: 2594.0(3177.0) AvgX100:1157.0 |AvgR:2371.4(2945.3)1661 |Ls: 0.1170 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12260 |OrigR: 736.0 ShpR:1649.1 |X:  808.0(3177.0) AvgX100:1158.0 |AvgR:2373.4(2945.3)1662 |Ls: 0.1125 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12261 |OrigR: 208.0 ShpR: 544.3 |X:  268.0(3177.0) AvgX100:1152.6 |AvgR:2362.2(2945.3)1663 |Ls: 0.1295 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12262 |OrigR: 644.0 ShpR:1461.9 |X:  714.0(3177.0) AvgX100:1143.3 |AvgR:2343.1(2945.3)1664 |Ls: 0.1142 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12263 |OrigR: 212.0 ShpR: 555.2 |X:  273.0(3177.0) AvgX100:1139.0 |AvgR:2334.3(2945.3)1665 |Ls: 0.0895 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12264 |OrigR: 646.0 ShpR:1466.1 |X:  716.0(3177.0) AvgX100:1127.7 |AvgR:2311.2(2945.3)1666 |Ls: 0.0982 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 53
Ep 12265 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(3177.0) AvgX100:1098.7 |AvgR:2250.0(2945.3)1667 |Ls: 0.1131 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (1/100) 53
Ep 12266 |OrigR: 650.0 ShpR:1474.5 |X:  720.0(3177.0) AvgX100:1097.9 |AvgR:2248.3(2945.3)1668 |Ls: 0.1104 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (1/100) 53
Ep 12267 |OrigR: 743.0 ShpR:1664.3 |X:  813.0(3177.0) AvgX100:1083.2 |AvgR:2218.2(2945.3)1669 |Ls: 0.1121 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (1/100) 53
Ep 12268 |OrigR: 758.0 ShpR:1696.8 |X:  829.0(3177.0) AvgX100:1087.0 |AvgR:2225.9(2945.3)1670 |Ls: 0.1117 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (1/100) 53
Ep 12269 |OrigR: 739.0 ShpR:1655.9 |X:  809.0(3177.0) AvgX100:1066.3 |AvgR:2183.7(2945.3)1671 |Ls: 0.1033 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (1/100) 53
Ep 12270 |OrigR:3071.0 ShpR:6694.1 |X: 3177.0(3177.0) AvgX100:1089.9 |AvgR:2233.9(2945.3)1672 |Ls: 0.1292 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: Y (2/100) 54
Ep 12271 |OrigR: 956.0 ShpR:2112.6 |X: 1032.0(3177.0) AvgX100:1074.1 |AvgR:2201.5(2945.3)1673 |Ls: 0.1150 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12272 |OrigR:2369.0 ShpR:5064.4 |X: 2469.0(3177.0) AvgX100:1086.9 |AvgR:2227.9(2945.3)1674 |Ls: 0.1175 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12273 |OrigR: 212.0 ShpR: 555.2 |X:  273.0(3177.0) AvgX100:1066.3 |AvgR:2185.8(2945.3)1675 |Ls: 0.1276 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12274 |OrigR: 933.0 ShpR:2064.3 |X: 1009.0(3177.0) AvgX100:1066.8 |AvgR:2187.0(2945.3)1676 |Ls: 0.1242 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12275 |OrigR: 641.0 ShpR:1450.6 |X:  710.0(3177.0) AvgX100:1071.3 |AvgR:2196.0(2945.3)1677 |Ls: 0.1008 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12276 |OrigR:1758.0 ShpR:3786.8 |X: 1852.0(3177.0) AvgX100:1081.7 |AvgR:2217.5(2945.3)1678 |Ls: 0.1181 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12277 |OrigR: 140.0 ShpR: 407.0 |X:  201.0(3177.0) AvgX100:1065.2 |AvgR:2183.7(2945.3)1679 |Ls: 0.1342 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12278 |OrigR: 140.0 ShpR: 407.0 |X:  201.0(3177.0) AvgX100:1060.2 |AvgR:2173.4(2945.3)1680 |Ls: 0.0899 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12279 |OrigR: 738.0 ShpR:1655.8 |X:  809.0(3177.0) AvgX100:1060.0 |AvgR:2173.1(2945.3)1681 |Ls: 0.1158 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12280 |OrigR: 142.0 ShpR: 411.2 |X:  203.0(3177.0) AvgX100:1060.1 |AvgR:2173.2(2945.3)1682 |Ls: 0.1544 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12281 |OrigR: 384.0 ShpR: 916.9 |X:  449.0(3177.0) AvgX100:1061.8 |AvgR:2176.8(2945.3)1683 |Ls: 0.1250 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12282 |OrigR: 209.0 ShpR: 551.4 |X:  271.0(3177.0) AvgX100:1056.5 |AvgR:2165.9(2945.3)1684 |Ls: 0.1251 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12283 |OrigR: 647.0 ShpR:1468.7 |X:  717.0(3177.0) AvgX100:1044.5 |AvgR:2141.3(2945.3)1685 |Ls: 0.1367 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12284 |OrigR: 209.0 ShpR: 551.4 |X:  271.0(3177.0) AvgX100:1044.5 |AvgR:2141.3(2945.3)1686 |Ls: 0.1095 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12285 |OrigR: 209.0 ShpR: 551.4 |X:  271.0(3177.0) AvgX100:1028.6 |AvgR:2108.9(2945.3)1687 |Ls: 0.0980 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12286 |OrigR: 145.0 ShpR: 415.5 |X:  205.0(3177.0) AvgX100:1028.0 |AvgR:2107.5(2945.3)1688 |Ls: 0.1086 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12287 |OrigR: 648.0 ShpR:1470.3 |X:  718.0(3177.0) AvgX100:1027.9 |AvgR:2107.5(2945.3)1689 |Ls: 0.1042 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12288 |OrigR: 648.0 ShpR:1470.3 |X:  718.0(3177.0) AvgX100:1032.4 |AvgR:2116.6(2945.3)1690 |Ls: 0.1309 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12289 |OrigR: 557.0 ShpR:1279.2 |X:  625.0(3177.0) AvgX100:1019.2 |AvgR:2089.4(2945.3)1691 |Ls: 0.1114 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12290 |OrigR:2496.0 ShpR:5328.1 |X: 2611.0(3177.0) AvgX100:1042.5 |AvgR:2137.2(2945.3)1692 |Ls: 0.1258 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12291 |OrigR:1897.0 ShpR:4080.7 |X: 1992.0(3177.0) AvgX100:1044.0 |AvgR:2140.1(2945.3)1693 |Ls: 0.1142 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12292 |OrigR: 976.0 ShpR:2155.1 |X: 1051.0(3177.0) AvgX100:1048.3 |AvgR:2148.9(2945.3)1694 |Ls: 0.1070 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12293 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(3177.0) AvgX100:1045.8 |AvgR:2143.8(2945.3)1695 |Ls: 0.1222 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12294 |OrigR:1904.0 ShpR:4094.4 |X: 1994.0(3177.0) AvgX100:1063.7 |AvgR:2180.7(2945.3)1696 |Ls: 0.1195 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12295 |OrigR: 738.0 ShpR:1653.3 |X:  808.0(3177.0) AvgX100:1049.0 |AvgR:2150.4(2945.3)1697 |Ls: 0.1134 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
Ep 12296 |OrigR:1755.0 ShpR:3779.0 |X: 1848.0(3177.0) AvgX100:1064.8 |AvgR:2182.7(2945.3)1698 |Ls: 0.1212 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (2/100) 54
