Command line: train.py --algorithm qrd3qn --world 5 --stage 1 --episodes 20000 --seed 5413 --gamma 0.99 --lr 0.00025 --model_path checkpoints/qrd3qn_w51_final_93_25.pt
================================================================================
Training started at 20260115-102732
Algorithm: QRD3QN
Environment: SuperMarioBros-5-1-v0
Random Seed: 5413
Resuming from checkpoint: checkpoints/qrd3qn_w51_final_93_25.pt
Total episodes: 20000
Batch size: 64, Learning rate: 0.00025
Memory size: 200000, Target update freq: 500
Quantiles: 51, Kappa: 1.0
Config: Gamma 0.99->0.99, Epsilon 1.0->0.015
================================================================================
Ep    1 |OrigR: 123.0 ShpR: 368.3 |X:  184.0( 184.0) AvgX100: 184.0 |AvgR: 368.3( 368.3)  0 |Ls: 0.0000 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7507 |OrigR: 708.0 ShpR:1576.8 |X:  812.0(2486.0) AvgX100: 584.1 |AvgR:1171.9(1704.0)1275 |Ls: 2.4859 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7508 |OrigR: 378.0 ShpR: 900.3 |X:  442.0(2486.0) AvgX100: 581.3 |AvgR:1166.2(1704.0)1276 |Ls: 1.9904 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7509 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(2486.0) AvgX100: 575.8 |AvgR:1155.1(1704.0)1277 |Ls: 2.2409 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7510 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(2486.0) AvgX100: 570.4 |AvgR:1144.8(1704.0)1278 |Ls: 1.8520 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7511 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(2486.0) AvgX100: 564.9 |AvgR:1134.0(1704.0)1279 |Ls: 2.0722 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7512 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(2486.0) AvgX100: 559.6 |AvgR:1123.7(1704.0)1280 |Ls: 2.5502 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7513 |OrigR: 742.0 ShpR:1658.7 |X:  816.0(2486.0) AvgX100: 565.1 |AvgR:1135.0(1704.0)1281 |Ls: 2.4513 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7514 |OrigR:1057.0 ShpR:2303.2 |X: 1180.0(2486.0) AvgX100: 574.3 |AvgR:1152.7(1704.0)1282 |Ls: 2.2207 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7515 |OrigR: 735.0 ShpR:1645.0 |X:  815.0(2486.0) AvgX100: 579.7 |AvgR:1163.6(1704.0)1283 |Ls: 2.4789 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7516 |OrigR: 915.0 ShpR:2022.5 |X:  996.0(2486.0) AvgX100: 577.8 |AvgR:1159.5(1704.0)1284 |Ls: 2.3177 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7517 |OrigR: 208.0 ShpR: 546.3 |X:  269.0(2486.0) AvgX100: 576.0 |AvgR:1155.9(1704.0)1285 |Ls: 2.2480 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7518 |OrigR: 140.0 ShpR: 404.5 |X:  200.0(2486.0) AvgX100: 570.0 |AvgR:1143.8(1704.0)1286 |Ls: 2.8928 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7519 |OrigR: 380.0 ShpR: 907.5 |X:  445.0(2486.0) AvgX100: 566.4 |AvgR:1136.6(1704.0)1287 |Ls: 2.1302 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7520 |OrigR: 552.0 ShpR:1268.7 |X:  622.0(2486.0) AvgX100: 559.1 |AvgR:1121.6(1704.0)1288 |Ls: 2.5509 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7521 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(2486.0) AvgX100: 559.2 |AvgR:1121.7(1704.0)1289 |Ls: 2.4091 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7522 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(2486.0) AvgX100: 559.2 |AvgR:1121.7(1704.0)1290 |Ls: 2.4983 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7523 |OrigR:1266.0 ShpR:2752.6 |X: 1353.0(2486.0) AvgX100: 568.2 |AvgR:1140.0(1704.0)1291 |Ls: 2.3091 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7524 |OrigR: 727.0 ShpR:1624.2 |X:  805.0(2486.0) AvgX100: 564.5 |AvgR:1132.4(1704.0)1292 |Ls: 2.2383 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7525 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(2486.0) AvgX100: 559.0 |AvgR:1121.7(1704.0)1293 |Ls: 2.3778 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7526 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(2486.0) AvgX100: 552.5 |AvgR:1108.5(1704.0)1294 |Ls: 1.9891 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7527 |OrigR: 555.0 ShpR:1272.0 |X:  622.0(2486.0) AvgX100: 556.2 |AvgR:1116.1(1704.0)1295 |Ls: 2.3258 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7528 |OrigR: 210.0 ShpR: 551.5 |X:  271.0(2486.0) AvgX100: 549.5 |AvgR:1102.4(1704.0)1296 |Ls: 2.4171 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7529 |OrigR: 733.0 ShpR:1640.3 |X:  809.0(2486.0) AvgX100: 541.5 |AvgR:1086.1(1704.0)1297 |Ls: 2.7217 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7530 |OrigR: 207.0 ShpR: 544.7 |X:  269.0(2486.0) AvgX100: 536.2 |AvgR:1076.0(1704.0)1298 |Ls: 2.3956 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7531 |OrigR: 727.0 ShpR:1620.7 |X:  816.0(2486.0) AvgX100: 541.6 |AvgR:1086.6(1704.0)1299 |Ls: 2.3355 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7532 |OrigR: 141.0 ShpR: 406.6 |X:  201.0(2486.0) AvgX100: 540.9 |AvgR:1085.1(1704.0)1300 |Ls: 2.1848 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7533 |OrigR:1084.0 ShpR:2372.9 |X: 1179.0(2486.0) AvgX100: 534.1 |AvgR:1071.8(1704.0)1301 |Ls: 2.2591 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7534 |OrigR: 724.0 ShpR:1618.9 |X:  806.0(2486.0) AvgX100: 532.1 |AvgR:1067.7(1704.0)1302 |Ls: 2.3597 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7535 |OrigR: 817.0 ShpR:1805.7 |X:  920.0(2486.0) AvgX100: 532.0 |AvgR:1066.9(1704.0)1303 |Ls: 2.3108 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7536 |OrigR: 203.0 ShpR: 533.8 |X:  264.0(2486.0) AvgX100: 526.5 |AvgR:1056.0(1704.0)1304 |Ls: 2.1843 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7537 |OrigR: 725.0 ShpR:1617.5 |X:  806.0(2486.0) AvgX100: 525.2 |AvgR:1053.1(1704.0)1305 |Ls: 2.5586 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7538 |OrigR: 380.0 ShpR: 908.0 |X:  445.0(2486.0) AvgX100: 513.6 |AvgR:1031.7(1704.0)1306 |Ls: 2.5690 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7539 |OrigR: 756.0 ShpR:1638.1 |X:  935.0(2486.0) AvgX100: 515.9 |AvgR:1033.7(1704.0)1307 |Ls: 2.4325 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7540 |OrigR: -33.0 ShpR:  61.7 |X:   53.0(2486.0) AvgX100: 497.9 |AvgR:1000.2(1704.0)1308 |Ls: 2.5356 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7541 |OrigR: 554.0 ShpR:1268.9 |X:  625.0(2486.0) AvgX100: 496.0 |AvgR: 996.6(1704.0)1309 |Ls: 2.2431 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7542 |OrigR: 725.0 ShpR:1615.0 |X:  815.0(2486.0) AvgX100: 496.1 |AvgR: 997.4(1704.0)1310 |Ls: 2.4936 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7543 |OrigR: 208.0 ShpR: 548.3 |X:  270.0(2486.0) AvgX100: 494.3 |AvgR: 993.7(1704.0)1311 |Ls: 2.1116 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7544 |OrigR: 211.0 ShpR: 555.6 |X:  273.0(2486.0) AvgX100: 488.8 |AvgR: 982.6(1704.0)1312 |Ls: 1.8219 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7545 |OrigR: 386.0 ShpR: 921.1 |X:  451.0(2486.0) AvgX100: 490.6 |AvgR: 986.3(1704.0)1313 |Ls: 2.2476 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7546 |OrigR: 903.0 ShpR:1985.8 |X: 1012.0(2486.0) AvgX100: 498.1 |AvgR:1000.7(1704.0)1314 |Ls: 2.2339 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7547 |OrigR: 386.0 ShpR: 921.6 |X:  451.0(2486.0) AvgX100: 499.9 |AvgR:1004.4(1704.0)1315 |Ls: 2.5215 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7548 |OrigR: 386.0 ShpR: 921.6 |X:  451.0(2486.0) AvgX100: 499.9 |AvgR:1004.4(1704.0)1316 |Ls: 1.9038 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7549 |OrigR: 386.0 ShpR: 921.6 |X:  451.0(2486.0) AvgX100: 501.7 |AvgR:1008.1(1704.0)1317 |Ls: 2.0838 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7550 |OrigR: 818.0 ShpR:1799.3 |X:  943.0(2486.0) AvgX100: 508.4 |AvgR:1020.6(1704.0)1318 |Ls: 2.2405 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7551 |OrigR: 385.0 ShpR: 920.0 |X:  451.0(2486.0) AvgX100: 504.8 |AvgR:1014.4(1704.0)1319 |Ls: 2.1097 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7552 |OrigR: 115.0 ShpR: 351.0 |X:  177.0(2486.0) AvgX100: 503.9 |AvgR:1012.4(1704.0)1320 |Ls: 2.1392 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7553 |OrigR: 632.0 ShpR:1435.2 |X:  704.0(2486.0) AvgX100: 508.2 |AvgR:1021.3(1704.0)1321 |Ls: 2.1591 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7554 |OrigR:  77.0 ShpR: 272.2 |X:  143.0(2486.0) AvgX100: 506.9 |AvgR:1018.5(1704.0)1322 |Ls: 2.4143 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7555 |OrigR: 629.0 ShpR:1424.4 |X:  704.0(2486.0) AvgX100: 511.2 |AvgR:1027.2(1704.0)1323 |Ls: 2.5190 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7556 |OrigR: 748.0 ShpR:1670.3 |X:  832.0(2486.0) AvgX100: 516.9 |AvgR:1038.4(1704.0)1324 |Ls: 2.3494 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7557 |OrigR: 866.0 ShpR:1924.6 |X:  943.0(2486.0) AvgX100: 523.6 |AvgR:1052.1(1704.0)1325 |Ls: 2.1737 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7558 |OrigR: 211.0 ShpR: 555.6 |X:  273.0(2486.0) AvgX100: 523.6 |AvgR:1052.2(1704.0)1326 |Ls: 1.8908 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7559 |OrigR: 809.0 ShpR:1794.9 |X:  898.0(2486.0) AvgX100: 530.7 |AvgR:1066.3(1704.0)1327 |Ls: 2.1742 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7560 |OrigR: 129.0 ShpR: 382.9 |X:  191.0(2486.0) AvgX100: 529.9 |AvgR:1064.6(1704.0)1328 |Ls: 2.4685 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7561 |OrigR: 536.0 ShpR:1228.6 |X:  609.0(2486.0) AvgX100: 533.2 |AvgR:1071.4(1704.0)1329 |Ls: 2.3176 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7562 |OrigR: 847.0 ShpR:1879.7 |X:  927.0(2486.0) AvgX100: 539.8 |AvgR:1084.7(1704.0)1330 |Ls: 2.2857 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7563 |OrigR: 847.0 ShpR:1878.7 |X:  927.0(2486.0) AvgX100: 539.7 |AvgR:1085.0(1704.0)1331 |Ls: 2.5161 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7564 |OrigR: 466.0 ShpR: 944.1 |X:  815.0(2486.0) AvgX100: 545.2 |AvgR:1088.9(1704.0)1332 |Ls: 2.4593 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7565 |OrigR: 555.0 ShpR:1274.0 |X:  624.0(2486.0) AvgX100: 548.7 |AvgR:1096.1(1704.0)1333 |Ls: 2.4231 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7566 |OrigR: 587.0 ShpR:1339.2 |X:  660.0(2486.0) AvgX100: 552.6 |AvgR:1104.0(1704.0)1334 |Ls: 2.5268 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7567 |OrigR: 135.0 ShpR: 395.0 |X:  196.0(2486.0) AvgX100: 551.8 |AvgR:1102.4(1704.0)1335 |Ls: 2.4870 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7568 |OrigR: 603.0 ShpR:1349.8 |X:  717.0(2486.0) AvgX100: 556.3 |AvgR:1110.4(1704.0)1336 |Ls: 2.5653 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7569 |OrigR: 208.0 ShpR: 544.3 |X:  268.0(2486.0) AvgX100: 556.2 |AvgR:1110.3(1704.0)1337 |Ls: 2.7426 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7570 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(2486.0) AvgX100: 556.2 |AvgR:1110.3(1704.0)1338 |Ls: 2.3043 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7571 |OrigR: 210.0 ShpR: 553.5 |X:  272.0(2486.0) AvgX100: 551.8 |AvgR:1101.3(1704.0)1339 |Ls: 2.3302 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7572 |OrigR: 905.0 ShpR:1987.0 |X: 1007.0(2486.0) AvgX100: 551.5 |AvgR:1100.2(1704.0)1340 |Ls: 2.4771 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7573 |OrigR: 951.0 ShpR:2096.6 |X: 1036.0(2486.0) AvgX100: 557.4 |AvgR:1112.0(1704.0)1341 |Ls: 2.3435 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7574 |OrigR: 552.0 ShpR:1266.7 |X:  620.0(2486.0) AvgX100: 556.7 |AvgR:1110.9(1704.0)1342 |Ls: 2.5139 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7575 |OrigR: 389.0 ShpR: 926.9 |X:  454.0(2486.0) AvgX100: 551.9 |AvgR:1101.3(1704.0)1343 |Ls: 2.1192 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7576 |OrigR: 382.0 ShpR: 913.2 |X:  449.0(2486.0) AvgX100: 548.3 |AvgR:1095.2(1704.0)1344 |Ls: 2.7052 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7577 |OrigR: 140.0 ShpR: 404.5 |X:  200.0(2486.0) AvgX100: 547.6 |AvgR:1093.8(1704.0)1345 |Ls: 2.4126 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7578 |OrigR: 213.0 ShpR: 557.3 |X:  274.0(2486.0) AvgX100: 544.2 |AvgR:1086.7(1704.0)1346 |Ls: 2.4709 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7579 |OrigR: 557.0 ShpR:1276.7 |X:  624.0(2486.0) AvgX100: 542.3 |AvgR:1083.0(1704.0)1347 |Ls: 2.6877 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7580 |OrigR: 390.0 ShpR: 929.5 |X:  455.0(2486.0) AvgX100: 539.9 |AvgR:1078.2(1704.0)1348 |Ls: 1.9144 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7581 |OrigR: 557.0 ShpR:1276.7 |X:  626.0(2486.0) AvgX100: 541.7 |AvgR:1081.8(1704.0)1349 |Ls: 2.5016 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7582 |OrigR: 620.0 ShpR:1402.5 |X:  690.0(2486.0) AvgX100: 540.4 |AvgR:1079.3(1704.0)1350 |Ls: 2.9102 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7583 |OrigR: 382.0 ShpR: 912.7 |X:  447.0(2486.0) AvgX100: 540.3 |AvgR:1079.1(1704.0)1351 |Ls: 2.3647 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7584 |OrigR: 830.0 ShpR:1839.0 |X:  919.0(2486.0) AvgX100: 545.0 |AvgR:1088.2(1704.0)1352 |Ls: 2.2561 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7585 |OrigR:  86.0 ShpR: 287.6 |X:  149.0(2486.0) AvgX100: 538.4 |AvgR:1075.7(1704.0)1353 |Ls: 2.1565 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7586 |OrigR: 210.0 ShpR: 552.0 |X:  274.0(2486.0) AvgX100: 536.7 |AvgR:1072.1(1704.0)1354 |Ls: 2.0045 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7587 |OrigR:  98.0 ShpR: 312.8 |X:  160.0(2486.0) AvgX100: 535.6 |AvgR:1069.7(1704.0)1355 |Ls: 2.0336 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7588 |OrigR: 852.0 ShpR:1886.7 |X:  931.0(2486.0) AvgX100: 538.8 |AvgR:1076.2(1704.0)1356 |Ls: 2.1304 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7589 |OrigR: 193.0 ShpR: 513.3 |X:  260.0(2486.0) AvgX100: 532.0 |AvgR:1062.2(1704.0)1357 |Ls: 2.0883 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7590 |OrigR: 370.0 ShpR: 884.5 |X:  437.0(2486.0) AvgX100: 533.7 |AvgR:1065.8(1704.0)1358 |Ls: 3.0363 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7591 |OrigR: 843.0 ShpR:1864.8 |X:  936.0(2486.0) AvgX100: 533.8 |AvgR:1065.8(1704.0)1359 |Ls: 2.4331 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7592 |OrigR: 192.0 ShpR: 513.2 |X:  256.0(2486.0) AvgX100: 533.7 |AvgR:1065.4(1704.0)1360 |Ls: 2.2146 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7593 |OrigR: 381.0 ShpR: 910.1 |X:  446.0(2486.0) AvgX100: 535.4 |AvgR:1068.9(1704.0)1361 |Ls: 2.6828 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7594 |OrigR: 843.0 ShpR:1872.8 |X:  923.0(2486.0) AvgX100: 536.5 |AvgR:1071.1(1704.0)1362 |Ls: 2.3403 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7595 |OrigR: 711.0 ShpR:1581.6 |X:  809.0(2486.0) AvgX100: 541.9 |AvgR:1081.4(1704.0)1363 |Ls: 2.3527 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7596 |OrigR: 126.0 ShpR: 376.1 |X:  188.0(2486.0) AvgX100: 541.0 |AvgR:1079.6(1704.0)1364 |Ls: 2.5348 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7597 |OrigR: 210.0 ShpR: 550.5 |X:  272.0(2486.0) AvgX100: 541.0 |AvgR:1079.6(1704.0)1365 |Ls: 2.6608 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7598 |OrigR: 728.0 ShpR:1627.3 |X:  809.0(2486.0) AvgX100: 546.4 |AvgR:1090.3(1704.0)1366 |Ls: 2.3708 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7599 |OrigR: 723.0 ShpR:1614.3 |X:  818.0(2486.0) AvgX100: 551.8 |AvgR:1100.9(1704.0)1367 |Ls: 2.2819 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7600 |OrigR: 740.0 ShpR:1657.5 |X:  817.0(2486.0) AvgX100: 557.3 |AvgR:1111.9(1704.0)1368 |Ls: 2.5270 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7601 |OrigR: 386.0 ShpR: 922.6 |X:  452.0(2486.0) AvgX100: 554.8 |AvgR:1106.8(1704.0)1369 |Ls: 2.1189 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7602 |OrigR: 386.0 ShpR: 922.6 |X:  452.0(2486.0) AvgX100: 556.5 |AvgR:1110.4(1704.0)1370 |Ls: 2.9572 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7603 |OrigR: 854.0 ShpR:1889.9 |X:  945.0(2486.0) AvgX100: 558.0 |AvgR:1113.0(1704.0)1371 |Ls: 2.5125 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7604 |OrigR: 137.0 ShpR: 396.2 |X:  196.0(2486.0) AvgX100: 555.4 |AvgR:1107.8(1704.0)1372 |Ls: 2.6897 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7605 |OrigR: 137.0 ShpR: 396.2 |X:  196.0(2486.0) AvgX100: 554.7 |AvgR:1106.3(1704.0)1373 |Ls: 2.2556 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7606 |OrigR: 137.0 ShpR: 396.2 |X:  196.0(2486.0) AvgX100: 554.0 |AvgR:1104.8(1704.0)1374 |Ls: 2.3556 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7607 |OrigR: 137.0 ShpR: 396.2 |X:  196.0(2486.0) AvgX100: 547.8 |AvgR:1093.0(1704.0)1375 |Ls: 2.8111 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7608 |OrigR: 137.0 ShpR: 396.2 |X:  196.0(2486.0) AvgX100: 545.3 |AvgR:1087.9(1704.0)1376 |Ls: 2.2388 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7609 |OrigR:1722.0 ShpR:3690.7 |X: 1849.0(2486.0) AvgX100: 561.1 |AvgR:1119.3(1704.0)1377 |Ls: 2.5159 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7610 |OrigR: 206.0 ShpR: 541.1 |X:  267.0(2486.0) AvgX100: 561.0 |AvgR:1119.2(1704.0)1378 |Ls: 2.6108 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 7611 |OrigR: 912.0 ShpR:2016.7 |X:  993.0(2486.0) AvgX100: 568.3 |AvgR:1133.8(1704.0)1379 |Ls: 2.3846 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
